session_id,student_id,mentor_id,subject,style_match,schedule_overlap,duration_minutes,rating
SES9879,S3385,M27,Java,0,1,29,1
SES9880,S3239,M135,Computer Networks,0,5,44,2
SES9881,S850,M97,Computer Networks,0,2,58,4
SES9882,S2733,M151,Operating Systems,1,3,45,3
SES9883,S3253,M186,Database Systems,0,4,35,1
SES9884,S2919,M9,Statistics,1,1,50,4
SES9885,S2114,M12,Calculus,0,2,37,2
SES9886,S2897,M164,Operating Systems,0,2,33,2
SES9887,S4823,M17,Calculus,1,2,29,1
SES9888,S1186,M176,Java,0,2,39,2
SES9889,S2058,M119,Machine Learning,1,0,50,3
SES9890,S2461,M113,Python,0,3,51,3
SES9891,S3174,M34,Computer Networks,1,3,51,3
SES9892,S766,M169,Java,0,1,37,1
SES9893,S261,M178,Database Systems,0,3,69,5
SES9894,S3558,M4,Statistics,0,4,46,2
SES9895,S454,M66,Database Systems,1,2,56,4
SES9896,S3844,M43,Python,0,1,30,1
SES9897,S4323,M170,Database Systems,0,1,48,3
SES9898,S582,M143,Statistics,0,1,46,2
SES9899,S565,M135,Machine Learning,1,3,46,3
SES9900,S3620,M117,Java,0,0,33,1
SES9901,S2095,M53,Web Development,0,0,43,2
SES9902,S948,M7,Java,1,3,62,5
SES9903,S3933,M38,Web Development,0,2,37,2
SES9904,S162,M200,Web Development,0,0,43,2
SES9905,S2041,M148,Web Development,0,1,39,2
SES9906,S2159,M126,Java,0,2,43,3
SES9907,S3740,M39,Statistics,0,3,36,2
SES9908,S4095,M163,Web Development,1,0,42,3
SES9909,S2938,M187,Machine Learning,0,4,31,2
SES9910,S4299,M69,Database Systems,0,2,41,2
SES9911,S4480,M200,Computer Networks,0,2,68,5
SES9912,S4014,M106,Java,0,2,45,3
SES9913,S4702,M24,Machine Learning,0,2,42,2
SES9914,S2336,M16,Statistics,0,2,52,3
SES9915,S353,M61,Statistics,1,4,34,1
SES9916,S1821,M107,Computer Networks,0,1,37,1
SES9917,S397,M96,Computer Networks,1,2,55,5
SES9918,S4939,M119,Python,0,0,36,1
SES9919,S3210,M77,Database Systems,1,2,57,5
SES9920,S3139,M169,Data Structures,0,1,43,2
SES9921,S1294,M3,Computer Networks,1,2,54,4
SES9922,S4718,M48,Python,1,0,55,4
SES9923,S694,M181,Java,0,1,48,4
SES9924,S1290,M172,Web Development,1,0,66,5
SES9925,S4394,M9,Computer Networks,1,1,51,4
SES9926,S1586,M9,Statistics,0,1,35,2
SES9927,S1690,M182,Database Systems,0,0,33,2
SES9928,S991,M65,Data Structures,0,1,42,2
SES9929,S3630,M1,Database Systems,1,1,50,4
SES9930,S498,M187,Machine Learning,0,1,62,4
SES9931,S1543,M34,Operating Systems,0,1,42,3
SES9932,S2951,M20,Data Structures,1,0,58,4
SES9933,S4915,M87,Calculus,0,1,33,2
SES9934,S4047,M191,Calculus,0,1,42,3
SES9935,S3249,M34,Calculus,0,1,46,2
SES9936,S957,M168,Machine Learning,0,2,27,1
SES9937,S1859,M155,Web Development,0,3,46,2
SES9938,S3253,M104,Database Systems,1,0,47,3
SES9939,S1587,M22,Web Development,1,1,48,4
SES9940,S3783,M66,Database Systems,0,1,43,2
SES9941,S2552,M46,Calculus,0,3,39,2
SES9942,S769,M193,Python,0,2,40,2
SES9943,S478,M6,Web Development,0,2,35,1
SES9944,S4963,M164,Operating Systems,1,1,55,4
SES9945,S3592,M106,Java,1,2,59,4
SES9946,S4607,M121,Web Development,0,0,36,2
SES9947,S2121,M19,Computer Networks,1,1,48,3
SES9948,S4588,M110,Machine Learning,0,1,59,5
SES9949,S1817,M129,Java,1,3,62,5
SES9950,S4485,M8,Python,0,3,44,2
SES9951,S226,M196,Data Structures,0,2,40,2
SES9952,S4125,M3,Computer Networks,0,1,25,1
SES9953,S1982,M120,Operating Systems,0,2,26,1
SES9954,S4803,M61,Python,0,4,51,4
SES9955,S3013,M38,Java,1,1,35,2
SES9956,S1318,M4,Statistics,0,4,42,2
SES9957,S800,M169,Statistics,0,5,32,2
SES9958,S3286,M22,Web Development,1,2,42,2
SES9959,S1574,M91,Calculus,0,3,28,1
SES9960,S145,M99,Data Structures,0,1,43,2
SES9961,S1235,M36,Java,0,2,52,3
SES9962,S614,M16,Data Structures,0,2,58,4
SES9963,S28,M30,Data Structures,0,1,39,2
SES9964,S2446,M70,Database Systems,1,1,62,5
SES9965,S869,M190,Python,0,3,42,2
SES9966,S3131,M194,Java,0,1,51,4
SES9967,S1429,M194,Computer Networks,0,2,23,1
SES9968,S1195,M20,Data Structures,1,1,54,3
SES9969,S4584,M178,Statistics,0,1,39,2
SES9970,S2086,M199,Web Development,0,2,38,2
SES9971,S2370,M52,Data Structures,1,2,61,4
SES9972,S1002,M166,Data Structures,0,2,53,3
SES9973,S2391,M143,Python,1,0,42,3
SES9974,S133,M77,Data Structures,0,0,60,5
SES9975,S801,M89,Database Systems,0,1,23,1
SES9976,S148,M194,Computer Networks,1,0,67,5
SES9977,S1277,M53,Operating Systems,0,3,34,2
SES9978,S1114,M94,Computer Networks,0,3,38,2
SES9979,S3651,M6,Web Development,0,1,25,1
SES9980,S3332,M158,Operating Systems,1,0,33,2
SES9981,S2557,M166,Data Structures,0,5,44,2
SES9982,S705,M19,Computer Networks,1,3,50,3
SES9983,S3861,M123,Data Structures,0,2,33,1
SES9984,S3122,M57,Computer Networks,0,1,31,1
SES9985,S376,M139,Python,0,2,31,1
SES9986,S3958,M195,Statistics,0,0,34,2
SES9987,S251,M159,Statistics,0,2,50,3
SES9988,S4051,M172,Computer Networks,0,1,26,1
SES9989,S2715,M70,Database Systems,1,1,63,5
SES9990,S2475,M8,Operating Systems,0,0,51,4
SES9991,S713,M28,Calculus,0,1,30,1
SES9992,S1576,M194,Java,0,1,27,1
SES9993,S4758,M143,Statistics,0,1,53,3
SES9994,S296,M174,Computer Networks,0,3,37,1
SES9995,S4204,M23,Data Structures,0,1,56,4
SES9996,S2096,M66,Calculus,0,2,50,3
SES9997,S985,M73,Machine Learning,0,0,43,3
SES9998,S4941,M104,Java,1,2,46,3
SES9999,S2137,M34,Operating Systems,0,1,39,2
SES10000,S3715,M192,Python,0,0,24,1
SES10001,S3264,M73,Computer Networks,0,1,40,3
SES10002,S1633,M154,Calculus,0,0,43,2
SES10003,S3927,M47,Computer Networks,1,3,48,3
SES10004,S1890,M33,Computer Networks,1,0,46,2
SES10005,S4913,M31,Operating Systems,0,3,36,2
SES10006,S3385,M155,Java,1,1,34,2
SES10007,S581,M55,Computer Networks,0,1,26,1
SES10008,S115,M189,Java,0,2,33,1
SES10009,S4125,M157,Computer Networks,0,2,45,3
SES10010,S3726,M165,Computer Networks,0,1,31,1
SES10011,S3319,M96,Computer Networks,0,1,36,1
SES10012,S776,M90,Data Structures,1,1,56,4
SES10013,S3599,M105,Machine Learning,0,2,34,1
SES10014,S816,M168,Statistics,0,4,39,3
SES10015,S1236,M44,Statistics,0,0,31,2
SES10016,S4224,M187,Machine Learning,0,3,41,2
SES10017,S784,M48,Python,1,3,43,3
SES10018,S662,M75,Java,0,2,39,2
SES10019,S3907,M192,Python,0,3,29,1
SES10020,S586,M87,Calculus,0,3,23,1
SES10021,S2039,M39,Statistics,0,2,29,1
SES10022,S3632,M25,Database Systems,0,1,29,1
SES10023,S2174,M60,Statistics,0,1,31,1
SES10024,S2918,M128,Web Development,0,1,33,1
SES10025,S2185,M158,Database Systems,1,2,67,5
SES10026,S3053,M141,Data Structures,0,0,27,1
SES10027,S1957,M13,Calculus,0,0,35,2
SES10028,S3913,M80,Web Development,0,1,36,2
SES10029,S1817,M27,Data Structures,1,1,35,1
SES10030,S523,M180,Computer Networks,0,1,62,4
SES10031,S1461,M186,Database Systems,0,1,44,2
SES10032,S2244,M58,Statistics,0,1,39,3
SES10033,S973,M121,Operating Systems,0,2,51,4
SES10034,S124,M73,Python,1,2,58,5
SES10035,S2264,M149,Operating Systems,1,2,63,5
SES10036,S116,M193,Python,0,2,57,5
SES10037,S3432,M86,Machine Learning,1,2,33,2
SES10038,S855,M139,Java,0,3,45,2
SES10039,S3163,M148,Python,0,1,23,1
SES10040,S3912,M133,Statistics,1,2,64,5
SES10041,S427,M122,Machine Learning,0,2,29,1
SES10042,S3251,M118,Operating Systems,0,3,36,1
SES10043,S3601,M176,Database Systems,1,2,51,3
SES10044,S4119,M141,Java,1,1,59,4
SES10045,S3317,M66,Calculus,1,2,33,1
SES10046,S3538,M22,Web Development,1,0,49,3
SES10047,S774,M52,Data Structures,0,2,42,3
SES10048,S4774,M85,Statistics,0,1,45,3
SES10049,S2410,M84,Computer Networks,0,0,42,2
SES10050,S924,M166,Python,0,1,46,2
SES10051,S2949,M115,Statistics,1,1,54,4
SES10052,S3699,M77,Data Structures,0,3,34,2
SES10053,S141,M166,Data Structures,0,3,25,1
SES10054,S3555,M112,Web Development,0,1,35,2
SES10055,S2809,M13,Calculus,0,2,50,3
SES10056,S2806,M148,Computer Networks,0,1,38,1
SES10057,S2744,M184,Data Structures,0,3,32,2
SES10058,S1289,M76,Database Systems,0,1,55,4
SES10059,S262,M5,Machine Learning,0,1,48,4
SES10060,S1340,M73,Python,0,1,68,5
SES10061,S4568,M39,Operating Systems,0,2,37,2
SES10062,S2193,M131,Data Structures,1,2,55,4
SES10063,S4323,M66,Database Systems,1,3,40,3
SES10064,S1405,M193,Computer Networks,0,1,38,1
SES10065,S516,M154,Statistics,0,2,44,3
SES10066,S1278,M53,Web Development,0,2,53,3
SES10067,S2609,M134,Python,1,1,41,2
SES10068,S3316,M1,Data Structures,1,1,59,5
SES10069,S3733,M36,Computer Networks,0,3,49,3
SES10070,S235,M14,Python,0,1,33,1
SES10071,S4620,M155,Web Development,1,1,59,4
SES10072,S2266,M118,Operating Systems,0,1,32,1
SES10073,S325,M160,Computer Networks,0,3,47,3
SES10074,S375,M7,Database Systems,0,2,35,1
SES10075,S598,M148,Computer Networks,0,2,23,1
SES10076,S2807,M110,Operating Systems,1,3,36,2
SES10077,S1553,M58,Computer Networks,0,0,26,1
SES10078,S3368,M15,Operating Systems,0,0,32,1
SES10079,S4747,M138,Machine Learning,0,2,31,2
SES10080,S1649,M79,Machine Learning,0,2,61,4
SES10081,S3891,M124,Statistics,0,2,37,2
SES10082,S1201,M131,Data Structures,0,1,31,2
SES10083,S4545,M56,Computer Networks,1,2,56,4
SES10084,S1872,M133,Python,0,2,36,2
SES10085,S935,M90,Database Systems,0,3,25,1
SES10086,S1779,M20,Data Structures,1,0,57,4
SES10087,S1271,M123,Statistics,0,0,46,2
SES10088,S1740,M57,Computer Networks,1,2,45,2
SES10089,S4633,M114,Database Systems,0,1,52,4
SES10090,S4185,M160,Data Structures,0,2,52,4
SES10091,S2531,M91,Calculus,0,3,43,2
SES10092,S2933,M154,Machine Learning,0,3,62,5
SES10093,S807,M51,Python,1,2,55,4
SES10094,S2637,M176,Database Systems,0,0,23,1
SES10095,S2430,M174,Java,0,0,38,1
SES10096,S774,M165,Computer Networks,0,0,25,1
SES10097,S1355,M125,Web Development,0,1,35,2
SES10098,S3869,M196,Computer Networks,1,0,45,3
SES10099,S4566,M17,Java,1,3,45,3
SES10100,S1249,M169,Java,1,2,70,5
SES10101,S2189,M50,Calculus,1,1,53,4
SES10102,S3113,M189,Calculus,0,3,56,4
SES10103,S3536,M1,Data Structures,1,2,41,3
SES10104,S2919,M174,Java,1,1,27,1
SES10105,S3169,M183,Python,1,1,53,3
SES10106,S1730,M6,Web Development,0,1,34,1
SES10107,S1768,M131,Data Structures,0,3,60,4
SES10108,S373,M120,Operating Systems,0,0,48,3
SES10109,S2621,M110,Operating Systems,0,1,38,1
SES10110,S1000,M164,Operating Systems,0,1,53,4
SES10111,S159,M31,Operating Systems,0,2,25,1
SES10112,S3297,M96,Database Systems,0,0,23,1
SES10113,S950,M2,Calculus,0,3,55,4
SES10114,S1502,M168,Statistics,1,2,61,4
SES10115,S4421,M111,Calculus,0,2,33,2
SES10116,S1274,M178,Statistics,0,2,50,4
SES10117,S1955,M5,Machine Learning,0,1,54,3
SES10118,S663,M103,Machine Learning,1,2,60,4
SES10119,S4961,M175,Calculus,0,2,62,4
SES10120,S3555,M23,Web Development,0,0,31,2
SES10121,S2773,M95,Machine Learning,0,1,23,1
SES10122,S1373,M199,Web Development,1,2,24,1
SES10123,S672,M103,Machine Learning,1,1,39,3
SES10124,S2248,M96,Computer Networks,0,0,24,1
SES10125,S2,M18,Data Structures,1,0,44,3
SES10126,S165,M109,Operating Systems,1,0,64,5
SES10127,S1895,M73,Computer Networks,0,2,27,1
SES10128,S1578,M24,Calculus,0,2,44,3
SES10129,S304,M49,Java,0,0,54,4
SES10130,S1100,M39,Statistics,1,1,51,4
SES10131,S169,M40,Java,0,4,53,3
SES10132,S2926,M94,Computer Networks,0,2,48,4
SES10133,S1991,M67,Calculus,0,2,27,1
SES10134,S1268,M130,Statistics,0,1,38,2
SES10135,S208,M133,Statistics,0,2,53,3
SES10136,S4758,M130,Statistics,0,0,38,2
SES10137,S1308,M1,Database Systems,0,2,35,2
SES10138,S4552,M55,Java,0,0,36,2
SES10139,S453,M186,Data Structures,0,5,51,4
SES10140,S4796,M197,Calculus,0,3,31,1
SES10141,S3370,M91,Statistics,0,3,28,1
SES10142,S442,M77,Web Development,0,2,35,2
SES10143,S4676,M62,Operating Systems,0,1,32,1
SES10144,S655,M32,Computer Networks,0,1,44,2
SES10145,S4471,M77,Database Systems,0,0,33,1
SES10146,S3926,M60,Python,0,1,36,2
SES10147,S589,M199,Statistics,0,2,37,1
SES10148,S1373,M199,Statistics,1,2,56,4
SES10149,S2164,M9,Computer Networks,0,1,45,3
SES10150,S165,M158,Operating Systems,0,2,45,2
SES10151,S1412,M194,Web Development,1,0,56,4
SES10152,S626,M140,Statistics,1,1,63,5
SES10153,S3795,M79,Web Development,0,3,33,1
SES10154,S3378,M89,Database Systems,0,3,40,2
SES10155,S1296,M37,Operating Systems,0,2,38,1
SES10156,S4547,M135,Web Development,0,2,24,1
SES10157,S4707,M104,Database Systems,0,1,59,5
SES10158,S4495,M84,Computer Networks,1,3,55,5
SES10159,S1963,M122,Machine Learning,0,1,25,1
SES10160,S4074,M14,Web Development,0,3,68,5
SES10161,S4889,M54,Computer Networks,0,4,49,4
SES10162,S4337,M148,Python,0,3,44,2
SES10163,S1811,M38,Java,1,2,39,3
SES10164,S660,M123,Data Structures,0,2,44,2
SES10165,S2103,M39,Operating Systems,0,1,45,2
SES10166,S4212,M164,Operating Systems,0,2,23,1
SES10167,S1102,M69,Database Systems,1,1,63,5
SES10168,S896,M10,Web Development,1,4,52,4
SES10169,S1499,M3,Computer Networks,0,2,51,3
SES10170,S3457,M153,Web Development,0,4,41,3
SES10171,S3425,M97,Web Development,0,2,51,3
SES10172,S4422,M174,Python,0,2,37,2
SES10173,S2666,M8,Python,1,3,46,3
SES10174,S716,M186,Database Systems,0,2,34,2
SES10175,S1513,M173,Computer Networks,0,1,38,1
SES10176,S4529,M188,Calculus,0,1,26,1
SES10177,S3362,M149,Computer Networks,0,3,37,2
SES10178,S943,M25,Python,1,1,45,3
SES10179,S4993,M1,Data Structures,0,2,31,1
SES10180,S1106,M21,Computer Networks,0,4,42,2
SES10181,S2951,M27,Data Structures,0,0,46,2
SES10182,S1138,M24,Machine Learning,1,1,58,5
SES10183,S865,M117,Java,0,2,58,4
SES10184,S1084,M96,Database Systems,0,1,30,1
SES10185,S786,M18,Data Structures,0,0,30,1
SES10186,S3706,M38,Java,0,2,35,2
SES10187,S2161,M57,Computer Networks,0,2,34,1
SES10188,S4417,M34,Computer Networks,0,1,42,2
SES10189,S1262,M38,Java,0,1,26,1
SES10190,S4007,M166,Database Systems,1,2,70,5
SES10191,S801,M13,Database Systems,0,3,39,2
SES10192,S4945,M73,Machine Learning,0,1,35,1
SES10193,S1496,M77,Database Systems,0,1,28,1
SES10194,S1209,M55,Computer Networks,1,0,47,3
SES10195,S3012,M22,Calculus,0,0,33,2
SES10196,S3294,M88,Calculus,0,0,39,3
SES10197,S1327,M158,Calculus,0,3,40,2
SES10198,S131,M170,Database Systems,0,1,32,1
SES10199,S1382,M112,Web Development,1,1,56,4
SES10200,S4853,M91,Calculus,0,1,31,1
SES10201,S4770,M126,Python,0,1,47,3
SES10202,S2992,M15,Python,1,0,54,3
SES10203,S1307,M135,Machine Learning,0,2,36,1
SES10204,S4028,M13,Database Systems,0,0,40,2
SES10205,S3021,M82,Web Development,0,2,33,2
SES10206,S3034,M33,Computer Networks,0,0,32,2
SES10207,S2507,M72,Database Systems,0,1,34,2
SES10208,S2824,M49,Java,0,2,46,2
SES10209,S507,M37,Calculus,1,1,37,2
SES10210,S4343,M56,Computer Networks,1,0,63,5
SES10211,S4722,M38,Database Systems,0,1,35,2
SES10212,S4136,M43,Python,1,2,52,3
SES10213,S487,M135,Machine Learning,1,1,61,5
SES10214,S4047,M23,Web Development,0,1,38,1
SES10215,S1978,M70,Statistics,0,0,41,2
SES10216,S4481,M15,Operating Systems,0,0,39,2
SES10217,S724,M122,Machine Learning,0,2,26,1
SES10218,S4907,M149,Operating Systems,0,1,40,2
SES10219,S1613,M71,Machine Learning,0,3,43,2
SES10220,S1325,M36,Computer Networks,0,1,37,2
SES10221,S4981,M66,Machine Learning,1,1,70,5
SES10222,S4309,M155,Java,1,5,56,4
SES10223,S4945,M20,Machine Learning,0,0,42,3
SES10224,S2668,M163,Web Development,0,0,47,3
SES10225,S1266,M123,Data Structures,1,1,31,2
SES10226,S2200,M99,Operating Systems,0,2,36,1
SES10227,S2592,M30,Java,0,5,54,3
SES10228,S1617,M186,Database Systems,0,3,50,3
SES10229,S2721,M55,Computer Networks,1,1,47,4
SES10230,S2445,M162,Computer Networks,0,2,46,3
SES10231,S1931,M44,Statistics,0,2,35,1
SES10232,S3284,M3,Computer Networks,0,1,40,2
SES10233,S376,M80,Statistics,0,3,47,3
SES10234,S3408,M153,Python,0,2,48,4
SES10235,S4336,M139,Machine Learning,1,1,61,4
SES10236,S502,M95,Machine Learning,0,0,45,2
SES10237,S4299,M67,Calculus,0,3,38,2
SES10238,S3433,M17,Java,0,1,39,2
SES10239,S3168,M176,Database Systems,0,0,49,3
SES10240,S1638,M142,Operating Systems,0,2,60,5
SES10241,S1239,M170,Database Systems,0,3,55,4
SES10242,S2778,M152,Database Systems,1,2,47,4
SES10243,S4948,M90,Database Systems,0,1,23,1
SES10244,S2856,M1,Machine Learning,0,1,23,1
SES10245,S4284,M77,Database Systems,0,3,68,5
SES10246,S2234,M133,Statistics,1,2,62,4
SES10247,S3125,M72,Database Systems,0,1,37,1
SES10248,S3601,M94,Computer Networks,0,0,65,5
SES10249,S371,M61,Statistics,0,5,27,1
SES10250,S916,M9,Computer Networks,1,3,45,3
SES10251,S1475,M174,Java,0,0,42,3
SES10252,S2875,M119,Machine Learning,0,1,36,2
SES10253,S3138,M38,Java,0,2,30,1
SES10254,S1212,M130,Calculus,0,2,23,1
SES10255,S3819,M166,Data Structures,0,3,53,4
SES10256,S2805,M45,Calculus,0,2,60,4
SES10257,S3034,M199,Computer Networks,0,0,36,2
SES10258,S3527,M98,Data Structures,0,1,42,2
SES10259,S898,M150,Operating Systems,0,3,55,4
SES10260,S3653,M125,Java,1,2,38,2
SES10261,S1674,M10,Web Development,0,2,48,3
SES10262,S3018,M183,Statistics,0,2,35,1
SES10263,S3773,M24,Machine Learning,0,2,26,1
SES10264,S945,M60,Java,1,1,42,3
SES10265,S4700,M114,Data Structures,1,6,59,5
SES10266,S4709,M61,Python,0,2,46,3
SES10267,S822,M158,Database Systems,0,2,37,1
SES10268,S4927,M104,Python,0,1,51,4
SES10269,S284,M52,Data Structures,0,1,30,1
SES10270,S2514,M147,Java,0,5,50,4
SES10271,S405,M104,Java,0,1,44,3
SES10272,S1946,M109,Operating Systems,0,0,32,1
SES10273,S1542,M117,Calculus,1,2,41,3
SES10274,S4658,M166,Database Systems,0,0,31,1
SES10275,S3755,M115,Python,0,1,45,2
SES10276,S4985,M178,Database Systems,1,0,46,3
SES10277,S2922,M148,Web Development,0,1,59,5
SES10278,S4271,M65,Data Structures,0,2,35,2
SES10279,S2911,M66,Database Systems,0,2,36,2
SES10280,S3531,M164,Operating Systems,0,2,31,1
SES10281,S3452,M152,Machine Learning,0,3,37,1
SES10282,S3896,M194,Computer Networks,0,1,33,2
SES10283,S4903,M14,Web Development,1,1,50,3
SES10284,S625,M136,Operating Systems,0,2,33,2
SES10285,S4881,M144,Data Structures,0,0,40,3
SES10286,S1033,M138,Machine Learning,0,1,24,1
SES10287,S4206,M190,Data Structures,1,3,39,3
SES10288,S2145,M58,Computer Networks,0,3,43,3
SES10289,S413,M58,Computer Networks,0,2,39,2
SES10290,S4925,M168,Machine Learning,0,1,39,2
SES10291,S3419,M126,Python,1,2,56,5
SES10292,S2128,M99,Data Structures,0,2,43,2
SES10293,S786,M18,Data Structures,0,0,23,1
SES10294,S2669,M20,Java,0,0,50,3
SES10295,S4893,M158,Database Systems,1,2,27,1
SES10296,S3786,M20,Java,0,2,41,2
SES10297,S478,M95,Machine Learning,0,1,46,2
SES10298,S1669,M55,Computer Networks,0,0,44,3
SES10299,S1462,M130,Statistics,1,2,54,4
SES10300,S4136,M190,Python,1,2,40,2
SES10301,S1889,M135,Machine Learning,0,2,44,2
SES10302,S683,M13,Database Systems,0,0,44,2
SES10303,S1738,M160,Python,0,4,59,4
SES10304,S2231,M5,Machine Learning,0,2,42,2
SES10305,S3354,M63,Calculus,0,2,35,1
SES10306,S277,M5,Data Structures,0,0,40,2
SES10307,S1960,M104,Python,0,2,26,1
SES10308,S2856,M122,Machine Learning,0,6,54,4
SES10309,S1061,M50,Calculus,0,0,28,1
SES10310,S301,M139,Python,0,1,34,2
SES10311,S967,M193,Computer Networks,0,0,23,1
SES10312,S4447,M66,Calculus,1,1,53,4
SES10313,S728,M126,Java,0,1,43,2
SES10314,S652,M70,Database Systems,1,0,53,4
SES10315,S2772,M55,Java,0,1,44,2
SES10316,S2055,M52,Data Structures,0,0,24,1
SES10317,S1848,M16,Data Structures,1,1,36,1
SES10318,S1978,M110,Machine Learning,0,1,32,2
SES10319,S84,M58,Computer Networks,0,1,43,2
SES10320,S4075,M139,Python,1,5,60,5
SES10321,S4076,M114,Data Structures,0,2,32,2
SES10322,S2147,M151,Computer Networks,0,1,32,2
SES10323,S3864,M85,Statistics,0,0,31,1
SES10324,S2125,M27,Java,0,1,36,2
SES10325,S1813,M125,Java,0,2,57,4
SES10326,S1736,M75,Java,0,1,39,2
SES10327,S2992,M174,Python,0,2,57,4
SES10328,S3816,M37,Operating Systems,0,2,40,3
SES10329,S2883,M138,Java,0,2,54,4
SES10330,S3939,M115,Python,1,2,45,2
SES10331,S893,M71,Python,0,3,36,2
SES10332,S1882,M55,Computer Networks,0,0,36,2
SES10333,S4577,M168,Web Development,1,3,58,5
SES10334,S4528,M14,Python,0,2,42,2
SES10335,S4765,M89,Operating Systems,0,3,26,1
SES10336,S3559,M194,Computer Networks,0,1,39,2
SES10337,S1851,M38,Java,1,1,70,5
SES10338,S2,M76,Database Systems,0,1,26,1
SES10339,S1672,M200,Web Development,1,0,58,5
SES10340,S4768,M41,Machine Learning,1,2,47,4
SES10341,S2929,M168,Machine Learning,0,3,48,4
SES10342,S3571,M19,Python,1,0,43,3
SES10343,S394,M56,Computer Networks,1,4,68,5
SES10344,S1815,M96,Database Systems,1,3,34,1
SES10345,S4387,M155,Web Development,0,3,38,1
SES10346,S26,M148,Python,0,3,49,3
SES10347,S2368,M167,Calculus,0,1,52,4
SES10348,S540,M5,Machine Learning,0,1,48,3
SES10349,S3965,M159,Web Development,0,2,33,1
SES10350,S957,M1,Machine Learning,1,0,58,5
SES10351,S4350,M1,Machine Learning,0,2,43,2
SES10352,S4613,M27,Database Systems,1,1,45,3
SES10353,S4847,M36,Java,1,3,32,2
SES10354,S3697,M27,Database Systems,0,0,31,1
SES10355,S1078,M158,Database Systems,0,2,36,2
SES10356,S828,M51,Python,1,1,48,3
SES10357,S4609,M117,Java,0,1,23,1
SES10358,S523,M189,Web Development,1,2,53,4
SES10359,S1527,M71,Machine Learning,0,3,31,2
SES10360,S4614,M87,Web Development,0,1,39,2
SES10361,S4003,M5,Machine Learning,0,1,34,1
SES10362,S2809,M167,Calculus,1,0,41,2
SES10363,S1459,M44,Web Development,0,2,35,1
SES10364,S718,M160,Data Structures,1,4,53,4
SES10365,S2014,M93,Database Systems,0,1,28,1
SES10366,S47,M38,Web Development,1,0,47,3
SES10367,S3140,M176,Java,0,1,59,4
SES10368,S2298,M67,Machine Learning,0,0,36,1
SES10369,S4026,M88,Python,0,2,34,2
SES10370,S1241,M19,Python,0,2,59,4
SES10371,S289,M152,Database Systems,1,2,35,1
SES10372,S1425,M14,Statistics,0,2,33,1
SES10373,S4542,M73,Python,0,2,47,3
SES10374,S3157,M154,Calculus,1,1,48,4
SES10375,S4472,M189,Java,1,1,58,4
SES10376,S4278,M199,Web Development,0,2,52,3
SES10377,S1450,M79,Machine Learning,1,0,56,4
SES10378,S3920,M131,Web Development,0,2,37,2
SES10379,S1723,M137,Python,0,1,33,2
SES10380,S1007,M22,Calculus,0,1,35,1
SES10381,S3191,M114,Database Systems,0,3,49,3
SES10382,S1957,M22,Calculus,0,2,45,3
SES10383,S1140,M12,Machine Learning,1,1,51,3
SES10384,S2455,M103,Java,0,1,26,1
SES10385,S623,M143,Web Development,0,2,43,2
SES10386,S3879,M94,Computer Networks,0,1,23,1
SES10387,S617,M179,Data Structures,0,3,66,5
SES10388,S2438,M140,Statistics,0,1,33,2
SES10389,S4039,M143,Web Development,0,0,38,1
SES10390,S1223,M125,Web Development,0,2,36,2
SES10391,S4350,M155,Machine Learning,1,3,47,3
SES10392,S4525,M79,Machine Learning,0,1,43,2
SES10393,S3364,M20,Data Structures,0,1,25,1
SES10394,S1187,M30,Data Structures,0,1,54,3
SES10395,S4832,M79,Web Development,0,3,50,3
SES10396,S689,M122,Machine Learning,1,2,49,4
SES10397,S4620,M190,Data Structures,0,1,37,2
SES10398,S3505,M146,Operating Systems,1,3,47,4
SES10399,S237,M12,Calculus,0,2,26,1
SES10400,S2905,M185,Web Development,0,2,39,3
SES10401,S387,M73,Machine Learning,1,2,57,5
SES10402,S4629,M36,Computer Networks,0,1,53,3
SES10403,S716,M96,Database Systems,1,0,44,2
SES10404,S4559,M102,Web Development,0,2,35,2
SES10405,S1624,M183,Python,0,4,32,2
SES10406,S345,M22,Web Development,0,1,28,1
SES10407,S2719,M8,Calculus,1,1,46,3
SES10408,S1267,M180,Computer Networks,0,1,33,1
SES10409,S981,M50,Calculus,0,2,54,3
SES10410,S2993,M76,Database Systems,0,1,44,3
SES10411,S3014,M77,Data Structures,0,2,45,2
SES10412,S2287,M193,Python,0,0,28,1
SES10413,S3979,M183,Java,1,2,37,1
SES10414,S2438,M111,Statistics,0,1,28,1
SES10415,S2309,M125,Java,1,3,61,4
SES10416,S4160,M154,Calculus,1,1,42,3
SES10417,S1386,M1,Machine Learning,0,2,40,2
SES10418,S887,M106,Statistics,0,1,26,1
SES10419,S2238,M19,Python,0,2,32,2
SES10420,S657,M68,Statistics,0,1,37,2
SES10421,S3125,M152,Database Systems,0,1,41,3
SES10422,S1655,M167,Operating Systems,0,1,32,1
SES10423,S4887,M16,Data Structures,0,2,27,1
SES10424,S3771,M147,Java,0,1,46,2
SES10425,S3546,M120,Operating Systems,0,1,41,2
SES10426,S1894,M95,Machine Learning,0,1,32,2
SES10427,S1341,M199,Web Development,0,0,42,3
SES10428,S387,M199,Computer Networks,1,0,52,4
SES10429,S1928,M101,Operating Systems,0,1,33,2
SES10430,S3005,M60,Python,0,0,41,2
SES10431,S2358,M6,Operating Systems,0,0,37,1
