student_id,name,learning_style,subjects_needed,subjects_strong,availability,semester,gpa
S1234,Student_1234,Visual,Computer Networks|Calculus,,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Sat_Morning|Tue_Afternoon|Tue_Morning|Wed_Evening,4,3.18
S1235,Student_1235,Auditory,Java,,Fri_Evening|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,1,2.78
S1236,Student_1236,Auditory,Statistics,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Wed_Morning,2,2.03
S1237,Student_1237,Visual,Web Development,,Fri_Evening|Fri_Morning|Sat_Afternoon,7,2.76
S1238,Student_1238,Kinesthetic,Data Structures,Statistics|Java,Mon_Evening|Mon_Morning|Thu_Morning,4,2.75
S1239,Student_1239,Auditory,Database Systems,,Mon_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Wed_Afternoon|Wed_Evening,1,3.57
S1240,Student_1240,Read-Write,Computer Networks|Java,Web Development|Machine Learning,Fri_Afternoon|Fri_Evening|Mon_Morning|Thu_Afternoon|Tue_Morning,4,3.47
S1241,Student_1241,Visual,Python,Web Development,Fri_Afternoon|Fri_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening,2,2.66
S1242,Student_1242,Read-Write,Data Structures|Computer Networks|Java,Database Systems|Statistics,Fri_Morning|Mon_Evening|Mon_Morning,6,2.6
S1243,Student_1243,Visual,Machine Learning,Database Systems|Operating Systems,Fri_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Morning,5,3.54
S1244,Student_1244,Auditory,Data Structures|Java,Machine Learning|Calculus,Fri_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Morning|Wed_Evening|Wed_Morning,7,2.32
S1245,Student_1245,Visual,Python|Data Structures|Calculus,Operating Systems|Computer Networks,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Morning|Tue_Evening,7,2.36
S1246,Student_1246,Auditory,Machine Learning|Python,Data Structures,Mon_Evening|Mon_Morning|Tue_Afternoon|Wed_Morning,6,2.91
S1247,Student_1247,Read-Write,Java|Statistics|Web Development,Data Structures,Mon_Morning|Sat_Evening|Thu_Evening,3,3.88
S1248,Student_1248,Kinesthetic,Operating Systems|Statistics,Computer Networks|Data Structures,Fri_Evening|Mon_Evening|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning,8,2.59
S1249,Student_1249,Auditory,Web Development|Machine Learning|Java,Python|Statistics,Fri_Morning|Mon_Evening|Sat_Morning|Tue_Afternoon|Wed_Morning,3,2.33
S1250,Student_1250,Read-Write,Python|Operating Systems|Machine Learning,Data Structures,Fri_Afternoon|Mon_Afternoon|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Evening,5,2.75
S1251,Student_1251,Auditory,Operating Systems,Statistics,Sat_Evening|Thu_Evening|Tue_Afternoon,8,3.66
S1252,Student_1252,Kinesthetic,Statistics|Data Structures|Java,,Fri_Afternoon|Mon_Morning|Thu_Afternoon|Wed_Evening,8,2.34
S1253,Student_1253,Auditory,Database Systems,Web Development,Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening,3,2.32
S1254,Student_1254,Auditory,Python|Calculus,,Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Evening|Wed_Afternoon,1,3.57
S1255,Student_1255,Auditory,Data Structures|Machine Learning|Java,Database Systems|Web Development,Mon_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Afternoon|Tue_Morning|Wed_Morning,1,3.49
S1256,Student_1256,Auditory,Python,,Fri_Evening|Mon_Afternoon|Sat_Afternoon|Sat_Evening,7,3.19
S1257,Student_1257,Visual,Data Structures|Statistics|Python,Computer Networks,Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Morning,8,2.83
S1258,Student_1258,Read-Write,Statistics|Calculus|Computer Networks,Machine Learning,Fri_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Tue_Morning,2,3.92
S1259,Student_1259,Read-Write,Java|Web Development|Python,,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Evening|Tue_Afternoon|Tue_Evening|Wed_Morning,3,2.7
S1260,Student_1260,Kinesthetic,Statistics|Computer Networks|Calculus,Machine Learning|Data Structures,Fri_Evening|Thu_Evening|Tue_Afternoon|Wed_Evening|Wed_Morning,4,2.67
S1261,Student_1261,Read-Write,Computer Networks,Data Structures|Python,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Thu_Morning|Tue_Morning|Wed_Afternoon|Wed_Evening,4,3.98
S1262,Student_1262,Read-Write,Database Systems|Java,Calculus|Operating Systems,Fri_Evening|Fri_Morning|Thu_Afternoon|Wed_Afternoon,5,2.81
S1263,Student_1263,Read-Write,Java,,Fri_Evening|Mon_Afternoon|Sat_Afternoon|Sat_Morning|Tue_Afternoon,1,2.79
S1264,Student_1264,Read-Write,Statistics|Operating Systems,Machine Learning,Fri_Afternoon|Mon_Morning|Sat_Evening|Thu_Evening|Tue_Evening|Wed_Morning,1,3.08
S1265,Student_1265,Kinesthetic,Operating Systems|Machine Learning,,Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Morning,8,3.56
S1266,Student_1266,Read-Write,Machine Learning|Data Structures,,Fri_Evening|Fri_Morning|Mon_Afternoon|Thu_Afternoon|Thu_Evening,3,2.34
S1267,Student_1267,Read-Write,Computer Networks,Operating Systems|Calculus,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Tue_Evening,3,2.36
S1268,Student_1268,Visual,Statistics|Operating Systems,,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Tue_Evening,2,2.67
S1269,Student_1269,Read-Write,Web Development|Operating Systems|Database Systems,Java,Fri_Evening|Mon_Afternoon|Thu_Morning,8,2.2
S1270,Student_1270,Read-Write,Calculus|Web Development,Data Structures,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Wed_Afternoon,7,2.58
S1271,Student_1271,Visual,Statistics|Calculus|Database Systems,Data Structures|Machine Learning,Thu_Evening|Tue_Afternoon|Wed_Evening,1,3.76
S1272,Student_1272,Visual,Data Structures|Java,Operating Systems|Machine Learning,Fri_Morning|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Evening|Tue_Morning|Wed_Afternoon,3,3.92
S1273,Student_1273,Auditory,Operating Systems|Calculus,Python,Fri_Morning|Mon_Evening|Thu_Evening,1,2.12
S1274,Student_1274,Kinesthetic,Statistics|Data Structures,Machine Learning|Database Systems,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Evening|Thu_Evening|Tue_Afternoon|Wed_Afternoon,1,3.56
S1275,Student_1275,Auditory,Python,Database Systems|Web Development,Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Evening|Tue_Morning|Wed_Morning,1,2.79
S1276,Student_1276,Visual,Computer Networks|Web Development,Python,Mon_Afternoon|Mon_Morning|Thu_Evening|Tue_Evening,8,2.43
S1277,Student_1277,Kinesthetic,Operating Systems|Database Systems,,Fri_Evening|Thu_Morning|Tue_Morning|Wed_Evening,5,2.37
S1278,Student_1278,Auditory,Web Development,Calculus|Database Systems,Mon_Evening|Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning,1,3.14
S1279,Student_1279,Visual,Computer Networks|Data Structures|Operating Systems,,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Evening|Tue_Morning|Wed_Evening,7,2.79
S1280,Student_1280,Read-Write,Web Development,Data Structures|Operating Systems,Fri_Afternoon|Fri_Evening|Mon_Evening|Sat_Evening|Thu_Afternoon|Thu_Morning,2,2.34
S1281,Student_1281,Kinesthetic,Statistics|Computer Networks|Database Systems,,Fri_Afternoon|Sat_Evening|Wed_Afternoon,3,3.59
S1282,Student_1282,Auditory,Web Development|Python|Operating Systems,Computer Networks,Fri_Evening|Sat_Afternoon|Wed_Evening,1,3.39
S1283,Student_1283,Visual,Data Structures,Web Development,Mon_Evening|Mon_Morning|Tue_Evening|Tue_Morning|Wed_Afternoon,7,3.4
S1284,Student_1284,Read-Write,Machine Learning,Calculus|Web Development,Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Evening|Tue_Morning,2,2.87
S1285,Student_1285,Read-Write,Java,Calculus,Mon_Evening|Sat_Evening|Thu_Afternoon|Thu_Evening|Thu_Morning,8,3.38
S1286,Student_1286,Visual,Web Development|Machine Learning,Data Structures,Mon_Afternoon|Sat_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,7,3.22
S1287,Student_1287,Read-Write,Java,Python|Web Development,Mon_Afternoon|Mon_Evening|Thu_Morning|Tue_Morning|Wed_Evening,3,3.44
S1288,Student_1288,Auditory,Web Development|Data Structures,,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Morning,3,2.12
S1289,Student_1289,Read-Write,Database Systems,Java,Mon_Afternoon|Sat_Evening|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Morning,4,3.4
S1290,Student_1290,Auditory,Web Development|Data Structures|Statistics,,Tue_Afternoon|Wed_Afternoon|Wed_Evening,3,2.26
S1291,Student_1291,Visual,Python|Operating Systems,,Fri_Evening|Mon_Afternoon|Thu_Evening|Wed_Morning,3,3.01
S1292,Student_1292,Kinesthetic,Operating Systems|Data Structures,Computer Networks,Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Evening,4,3.87
S1293,Student_1293,Visual,Python|Statistics,Computer Networks,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Wed_Afternoon,3,3.98
S1294,Student_1294,Read-Write,Computer Networks,Machine Learning|Java,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Evening|Tue_Evening|Wed_Morning,5,2.5
S1295,Student_1295,Auditory,Java|Database Systems|Machine Learning,Operating Systems|Statistics,Mon_Evening|Sat_Afternoon|Tue_Morning|Wed_Morning,8,2.03
S1296,Student_1296,Read-Write,Operating Systems,Statistics,Fri_Evening|Fri_Morning|Mon_Afternoon|Thu_Evening|Tue_Morning|Wed_Morning,7,3.86
S1297,Student_1297,Read-Write,Statistics,Computer Networks|Operating Systems,Sat_Evening|Thu_Morning|Wed_Evening,5,3.31
S1298,Student_1298,Read-Write,Computer Networks|Statistics,,Fri_Afternoon|Mon_Morning|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Morning,7,2.33
S1299,Student_1299,Kinesthetic,Web Development,,Fri_Afternoon|Mon_Evening|Tue_Afternoon|Tue_Morning,3,2.51
S1300,Student_1300,Auditory,Web Development|Operating Systems,Python|Calculus,Mon_Afternoon|Sat_Afternoon|Sat_Evening,8,3.9
S1301,Student_1301,Auditory,Statistics|Machine Learning|Computer Networks,,Fri_Afternoon|Fri_Morning|Mon_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening,4,3.77
S1302,Student_1302,Visual,Database Systems|Python|Web Development,Java,Sat_Afternoon|Sat_Evening|Tue_Afternoon|Tue_Morning|Wed_Afternoon,4,3.9
S1303,Student_1303,Visual,Calculus,,Mon_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Morning,6,3.73
S1304,Student_1304,Kinesthetic,Computer Networks|Database Systems|Python,Statistics,Sat_Morning|Thu_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,6,3.13
S1305,Student_1305,Visual,Computer Networks|Statistics,Python|Java,Mon_Afternoon|Mon_Evening|Tue_Afternoon|Tue_Evening|Wed_Evening|Wed_Morning,5,2.74
S1306,Student_1306,Auditory,Data Structures|Operating Systems|Database Systems,Machine Learning|Calculus,Fri_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Morning,5,3.69
S1307,Student_1307,Visual,Machine Learning,,Fri_Morning|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Afternoon|Wed_Evening,2,2.53
S1308,Student_1308,Read-Write,Machine Learning|Database Systems,,Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Sat_Evening|Tue_Afternoon|Wed_Afternoon|Wed_Morning,6,3.77
S1309,Student_1309,Auditory,Data Structures,Python,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Evening|Thu_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,2,2.99
S1310,Student_1310,Visual,Operating Systems|Web Development|Java,,Fri_Evening|Mon_Evening|Sat_Afternoon|Sat_Evening|Wed_Evening,5,2.64
S1311,Student_1311,Kinesthetic,Operating Systems,Database Systems|Web Development,Fri_Afternoon|Fri_Evening|Fri_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Wed_Evening,8,2.1
S1312,Student_1312,Kinesthetic,Calculus|Web Development,Data Structures|Python,Fri_Evening|Sat_Afternoon|Sat_Morning|Tue_Afternoon|Wed_Afternoon,3,3.15
S1313,Student_1313,Auditory,Operating Systems|Computer Networks,,Fri_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon|Tue_Morning|Wed_Evening,1,3.85
S1314,Student_1314,Read-Write,Operating Systems|Web Development|Python,Data Structures|Statistics,Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening,8,3.71
S1315,Student_1315,Read-Write,Web Development,,Fri_Evening|Mon_Afternoon|Thu_Afternoon|Wed_Morning,7,2.05
S1316,Student_1316,Kinesthetic,Calculus|Machine Learning,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Tue_Evening|Tue_Morning,4,2.76
S1317,Student_1317,Visual,Operating Systems|Web Development,Java|Machine Learning,Fri_Evening|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Evening|Tue_Evening|Wed_Afternoon,6,3.65
S1318,Student_1318,Auditory,Calculus|Statistics|Web Development,,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Thu_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,1,2.57
S1319,Student_1319,Auditory,Calculus|Operating Systems,,Fri_Afternoon|Mon_Evening|Sat_Evening|Wed_Evening,6,3.94
S1320,Student_1320,Kinesthetic,Computer Networks|Machine Learning,,Fri_Morning|Sat_Afternoon|Tue_Evening,8,3.58
S1321,Student_1321,Auditory,Java,,Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Tue_Morning|Wed_Afternoon,7,2.2
S1322,Student_1322,Kinesthetic,Java|Calculus|Web Development,Data Structures|Operating Systems,Fri_Evening|Fri_Morning|Sat_Evening|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening,3,2.29
S1323,Student_1323,Auditory,Web Development,,Fri_Evening|Fri_Morning|Mon_Evening|Mon_Morning|Sat_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning,6,3.12
S1324,Student_1324,Read-Write,Statistics|Web Development|Java,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Morning|Thu_Morning|Tue_Evening,4,2.74
S1325,Student_1325,Kinesthetic,Computer Networks,,Mon_Afternoon|Mon_Evening|Tue_Afternoon|Tue_Morning,7,3.37
S1326,Student_1326,Visual,Database Systems|Machine Learning,,Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Wed_Afternoon,6,2.3
S1327,Student_1327,Kinesthetic,Machine Learning|Calculus|Computer Networks,,Mon_Afternoon|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Afternoon|Wed_Morning,6,2.77
S1328,Student_1328,Read-Write,Database Systems|Python,,Fri_Evening|Mon_Evening|Thu_Afternoon|Tue_Evening|Wed_Evening,2,2.74
S1329,Student_1329,Read-Write,Database Systems|Machine Learning,,Fri_Afternoon|Mon_Morning|Thu_Afternoon|Thu_Morning|Wed_Evening,2,3.15
S1330,Student_1330,Kinesthetic,Statistics|Calculus,Computer Networks|Database Systems,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Morning|Tue_Evening,3,2.04
S1331,Student_1331,Visual,Computer Networks,,Sat_Morning|Tue_Afternoon|Tue_Morning,2,2.3
S1332,Student_1332,Kinesthetic,Calculus,Database Systems|Python,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Evening|Thu_Morning|Wed_Evening,8,2.43
S1333,Student_1333,Auditory,Computer Networks,Java,Fri_Evening|Tue_Afternoon|Tue_Evening,7,3.35
S1334,Student_1334,Kinesthetic,Python,Statistics,Fri_Afternoon|Fri_Evening|Fri_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Tue_Morning,5,2.41
S1335,Student_1335,Visual,Machine Learning|Computer Networks|Operating Systems,Web Development,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Afternoon|Tue_Evening|Wed_Afternoon,2,3.17
S1336,Student_1336,Read-Write,Data Structures|Operating Systems,Java,Fri_Evening|Mon_Morning|Sat_Morning|Thu_Evening|Thu_Morning,1,2.0
S1337,Student_1337,Read-Write,Java|Python,Database Systems,Fri_Afternoon|Fri_Morning|Sat_Evening|Sat_Morning|Thu_Morning|Tue_Afternoon|Wed_Afternoon,8,3.85
S1338,Student_1338,Kinesthetic,Computer Networks,,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Tue_Evening|Wed_Evening,1,2.05
S1339,Student_1339,Kinesthetic,Operating Systems,Calculus,Fri_Morning|Mon_Afternoon|Thu_Morning|Wed_Evening,7,3.23
S1340,Student_1340,Read-Write,Python|Machine Learning,,Fri_Morning|Thu_Afternoon|Tue_Morning|Wed_Afternoon,1,3.39
S1341,Student_1341,Visual,Python|Data Structures|Web Development,Database Systems,Fri_Evening|Sat_Afternoon|Tue_Evening|Wed_Morning,4,2.85
S1342,Student_1342,Read-Write,Machine Learning,Operating Systems,Fri_Evening|Fri_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Morning,5,3.94
S1343,Student_1343,Visual,Database Systems|Calculus,Computer Networks,Fri_Morning|Sat_Afternoon|Thu_Morning|Tue_Morning|Wed_Afternoon,4,3.67
S1344,Student_1344,Read-Write,Database Systems|Python,Calculus,Mon_Evening|Mon_Morning|Sat_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening,6,3.0
S1345,Student_1345,Read-Write,Statistics,Python|Calculus,Tue_Evening|Tue_Morning|Wed_Afternoon,1,4.0
S1346,Student_1346,Kinesthetic,Python|Web Development|Data Structures,Calculus|Machine Learning,Sat_Morning|Thu_Afternoon|Thu_Morning,6,2.39
S1347,Student_1347,Auditory,Computer Networks|Operating Systems|Java,Statistics,Mon_Afternoon|Mon_Morning|Sat_Morning|Wed_Afternoon,5,2.56
S1348,Student_1348,Auditory,Database Systems|Computer Networks,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Afternoon|Thu_Evening|Tue_Evening|Wed_Afternoon,2,2.41
S1349,Student_1349,Auditory,Operating Systems|Computer Networks,Java,Mon_Morning|Sat_Morning|Thu_Afternoon|Wed_Evening|Wed_Morning,2,3.85
S1350,Student_1350,Read-Write,Calculus|Machine Learning|Database Systems,Operating Systems|Python,Fri_Morning|Thu_Afternoon|Wed_Evening|Wed_Morning,4,2.17
S1351,Student_1351,Auditory,Java,Operating Systems|Data Structures,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Tue_Evening|Wed_Morning,3,2.07
S1352,Student_1352,Read-Write,Calculus,Java,Fri_Afternoon|Thu_Afternoon|Wed_Evening|Wed_Morning,2,2.04
S1353,Student_1353,Visual,Python,Computer Networks|Statistics,Sat_Evening|Thu_Afternoon|Tue_Afternoon,5,2.76
S1354,Student_1354,Kinesthetic,Data Structures|Web Development|Machine Learning,Java|Computer Networks,Fri_Evening|Mon_Evening|Mon_Morning|Tue_Morning|Wed_Evening,5,2.42
S1355,Student_1355,Read-Write,Data Structures|Web Development,,Sat_Evening|Tue_Evening|Wed_Evening,7,2.78
S1356,Student_1356,Auditory,Python,Web Development,Sat_Afternoon|Sat_Evening|Thu_Morning|Tue_Afternoon,4,2.02
S1357,Student_1357,Visual,Web Development,Python,Mon_Morning|Sat_Afternoon|Wed_Afternoon|Wed_Morning,4,2.39
S1358,Student_1358,Visual,Python|Statistics,,Fri_Afternoon|Fri_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Evening|Wed_Afternoon|Wed_Morning,3,3.55
S1359,Student_1359,Visual,Statistics|Operating Systems|Java,,Mon_Morning|Thu_Evening|Wed_Evening|Wed_Morning,2,3.88
S1360,Student_1360,Kinesthetic,Calculus,Statistics|Operating Systems,Mon_Morning|Tue_Afternoon|Wed_Afternoon|Wed_Morning,3,2.09
S1361,Student_1361,Visual,Database Systems|Python|Machine Learning,Statistics|Java,Fri_Evening|Sat_Afternoon|Tue_Evening,3,2.59
S1362,Student_1362,Read-Write,Data Structures|Python,Java|Statistics,Fri_Afternoon|Fri_Evening|Fri_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Morning|Wed_Afternoon,6,3.65
S1363,Student_1363,Kinesthetic,Machine Learning|Web Development,Data Structures,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Wed_Afternoon,8,3.26
S1364,Student_1364,Auditory,Java|Machine Learning,,Fri_Morning|Mon_Afternoon|Sat_Morning|Thu_Afternoon|Wed_Morning,5,3.43
S1365,Student_1365,Auditory,Web Development|Calculus|Python,,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Sat_Evening|Tue_Evening|Tue_Morning,1,2.24
S1366,Student_1366,Read-Write,Java|Data Structures,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Wed_Afternoon,5,3.39
S1367,Student_1367,Read-Write,Calculus|Web Development|Operating Systems,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Tue_Evening|Wed_Afternoon,3,2.35
S1368,Student_1368,Auditory,Computer Networks|Database Systems,,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Morning|Tue_Afternoon|Tue_Evening,3,2.23
S1369,Student_1369,Kinesthetic,Computer Networks,Operating Systems|Database Systems,Mon_Morning|Sat_Evening|Tue_Morning|Wed_Morning,5,2.59
S1370,Student_1370,Read-Write,Data Structures|Database Systems,Statistics|Computer Networks,Fri_Evening|Mon_Morning|Wed_Evening,3,2.02
S1371,Student_1371,Read-Write,Statistics|Computer Networks,Operating Systems|Data Structures,Fri_Evening|Sat_Morning|Thu_Morning|Wed_Evening,3,2.79
S1372,Student_1372,Read-Write,Calculus|Web Development|Operating Systems,Machine Learning,Fri_Evening|Sat_Afternoon|Sat_Morning|Tue_Evening,3,2.32
S1373,Student_1373,Kinesthetic,Statistics|Web Development,,Fri_Morning|Mon_Evening|Thu_Evening,3,3.62
S1374,Student_1374,Auditory,Data Structures,Computer Networks|Calculus,Fri_Afternoon|Fri_Morning|Mon_Evening|Thu_Morning|Tue_Evening|Tue_Morning|Wed_Morning,4,2.08
S1375,Student_1375,Kinesthetic,Operating Systems|Statistics|Computer Networks,,Fri_Afternoon|Fri_Evening|Mon_Evening|Tue_Afternoon,5,3.33
S1376,Student_1376,Visual,Data Structures,Python,Fri_Evening|Mon_Morning|Sat_Afternoon|Thu_Afternoon|Wed_Evening,6,2.19
S1377,Student_1377,Visual,Machine Learning,,Tue_Evening|Wed_Afternoon|Wed_Evening,2,3.64
S1378,Student_1378,Visual,Web Development,,Mon_Evening|Thu_Evening|Thu_Morning|Wed_Evening,2,3.42
S1379,Student_1379,Read-Write,Web Development|Computer Networks|Java,Database Systems|Statistics,Sat_Evening|Thu_Afternoon|Tue_Morning,5,3.11
S1380,Student_1380,Auditory,Computer Networks,Database Systems,Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon|Wed_Evening,8,2.49
S1381,Student_1381,Kinesthetic,Java|Operating Systems,Python|Computer Networks,Fri_Morning|Sat_Afternoon|Thu_Morning|Tue_Morning|Wed_Morning,3,2.44
S1382,Student_1382,Auditory,Web Development|Machine Learning|Statistics,Operating Systems|Calculus,Mon_Morning|Tue_Evening|Wed_Morning,5,3.38
S1383,Student_1383,Read-Write,Database Systems,,Sat_Morning|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,2,2.18
S1384,Student_1384,Read-Write,Python|Web Development|Computer Networks,Operating Systems|Statistics,Mon_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,1,2.11
S1385,Student_1385,Auditory,Computer Networks|Statistics,,Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,6,2.39
S1386,Student_1386,Read-Write,Calculus|Machine Learning,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening,1,3.87
S1387,Student_1387,Visual,Web Development|Computer Networks|Statistics,Java|Operating Systems,Fri_Afternoon|Fri_Evening|Fri_Morning,3,3.65
S1388,Student_1388,Auditory,Calculus|Statistics,,Fri_Afternoon|Fri_Morning|Sat_Afternoon|Sat_Morning|Thu_Evening|Wed_Afternoon|Wed_Morning,2,3.01
S1389,Student_1389,Kinesthetic,Machine Learning|Java|Computer Networks,,Fri_Afternoon|Fri_Morning|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening,2,2.0
S1390,Student_1390,Auditory,Calculus,,Thu_Afternoon|Tue_Afternoon|Tue_Morning|Wed_Afternoon,4,2.7
S1391,Student_1391,Read-Write,Python,Machine Learning|Java,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Morning,7,3.51
S1392,Student_1392,Visual,Operating Systems|Web Development|Data Structures,Python|Statistics,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Morning|Thu_Morning|Wed_Afternoon|Wed_Evening,7,2.23
S1393,Student_1393,Auditory,Machine Learning|Operating Systems|Computer Networks,Statistics|Python,Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning,3,3.4
S1394,Student_1394,Auditory,Operating Systems|Computer Networks,Java|Statistics,Sat_Afternoon|Sat_Morning|Thu_Evening|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon,3,2.69
S1395,Student_1395,Visual,Statistics,Computer Networks,Mon_Morning|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Afternoon,8,2.29
S1396,Student_1396,Kinesthetic,Computer Networks|Statistics|Database Systems,,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Morning|Wed_Evening,8,2.61
S1397,Student_1397,Read-Write,Python|Database Systems|Operating Systems,Computer Networks|Statistics,Fri_Evening|Fri_Morning|Mon_Evening|Thu_Morning|Wed_Evening|Wed_Morning,5,2.23
